sentence,sentiment
 ◇포지타임 선정 소치 올림픽 영스타 15인 △ 심석희 17·한국·여  2013년 쇼트트랙 세계선수권 3000ｍ 금메달  △폴리나 에드먼즈 15·미국·여  2014년 피겨스케이팅 미국선수권 은메달 △제이슨 브라운 19·미국·여  2014년 피겨스케이팅 미국선수권 은메달 △그레이시 골드 18·미국·여  2014년 피겨스케이팅 미국선수권 금메달 △히로카 다쿠 18·일본·남  2013년 스노보드 세계선수권 하프파이프 은메달 △하뉴 유즈루 19·일본·남  2012년 피겨스케이팅 세계선수권 동메달 △트릴 쇼스타 크리스티안센 18·노르웨이·여  2013년 윈터 X 게임 프리스타일 스키 금메달 △데어라 하월 19·캐나다·여  2013년 프리스타일 스키 세계선수권 은메달 △저스틴 뒤푸르라푸앵트 19·캐나다·여  2013년 프리스타일 모굴 스키 세계선수권 동메달 △아리엘 골드 17·미국·여  2013년 스노보드 세계선수권 하프파이프 금메달 △토린 야터월리스 18·미국·남  2013년 프리스타일 스키 세계선수권 하프파이프 은메달 △사라 헨드릭슨 19·미국·여  2013년 스키점프 세계선수권 개인 노멀힐 금메달 △닉 고퍼 19·미국·남  2013년 프리스타일 스키 세계선수권 슬로프 동메달 △다카나시 사라 17·일본·여  2013년 스키점프 세계선수권 팀 노멀힐 금메달 △미카엘라 시프린 18·미국·여  2013년 알파인 스키 세계선수권 슬라롬 금메달  강대호저작권자  뉴스1코리아 무단전재 및 재배포 금지  저작권자  뉴스1코리아 무단전재 및 재배포 금지 기사제공  뉴스1 기자 카드  본문 내 기자 정보  강대호 카피라이트 배너 Copyrigh ⓒ 뉴스1,0.883036732673645
 샤니 데이비스32가 남자 1000m에서 금메달을 1500m에서 은메달을 목에 걸었다,0.811177134513855
 팀추월에서 은메달을 보탰다,0.23257575929164886
여기에 헤서 리차드슨25이 여자 1000m 금메달을 브라이언 한센24이 남자 1500m에서 은메달을 따고 브리타니 보우에26가 여자 1000m에서 입상한다는 시나리오를 입혀 총 6개의 메달을 예상했다,0.8425575494766235
  아이스하키를 제외한 6개 종목에 역대 최다인 71명의 선수가 출전하는 한국은 메달 12개금메달 4개·은메달 5개·동메달 3개를 수확 2006년 토리노·2010년 밴쿠버 대회에 이어 3회 연속 종합 10위권 내에 이름을 올리겠다는 목표다,0.9967269897460938
 AP통신도 최근 소치올림픽 국가별 메달수를 예측하면서 피겨퀸 김연아의 올림픽 2연패를 낙관했고 아사다 마오가 은메달 리프니츠카야가 동메달을 획득할 것으로 전망했다,0.8236690759658813
 전통의 강호 노르웨이는 역대 동계올림픽 메달 순위에서 금메달 107개 은메달 106개 동메달 90개로 전체 1위에 올랐다,0.9915846586227417
 2002년 솔트레이크대회와 2006년 토리노대회에서는 은메달 2개에 그쳤지만 2010년 밴쿠버대회에서 금메달 3개 은메달·동메달 각각 1개씩을 목에 걸었다,0.9897814989089966
 댈리에는 1992년 알베르빌대회부터 1998년 나가노대회까지 총 3차례 올림픽 출전에서 금메달 8개 은메달 4개를 쓸어담았다,0.9921506643295288
 2위는 올레 에이나르 비에른달렌바이애슬론으로 1994년 릴레함메르대회부터 2010년 밴쿠버대회까지 5회 연속 출전해 금메달 6개 은메달 4개 동메달 1개를 얻었다,0.9426147937774658
 셰틸 안레 오모트는 알베르빌부터 토리노까지 5개 대회에 걸쳐 금메달 4개 은메달과 동메달 각각 2개를 가져갔다,0.9775384068489075
 노르딕 복합의 조니 스필레인이 은메달만 3개를 따냈다,0.08666330575942993
 설원의 철녀라 불리던 루보프 예고로바가 금메달 3개와 은메달 1개를 목에 걸었다,0.22911246120929718
 하지만 밴쿠버대회에서는 금메달 3개 은메달 5개 동메달 7개종합 6위로 역대 최악의 성적을 냈다,0.011418133974075317
 이승훈은 5000m에서 은메달 10000m에서 금메달을 가져왔고 모태범은 500m에서 1위를 차지했다,0.7798851728439331
306  동계올림픽 강국인 노르웨이는 1924년부터 2010년까지 동계올림픽에서 금메달 107개 은메달 108개 동메달 91개 등 총 306개의 메달을 획득 가장 많은 메달을 딴 나라로 이름을 올리고 있다,0.9968401193618774
 한국은 금메달 23개 은메달 14개 동메달 8개로 15위에 해당한다,0.9205819368362427
  장거리 간판 이승훈이 이끄는 남자팀은 올 시즌 월드컵시리즈에서 은메달 1개 동메달 2개를 따며 입상 기대를 부풀렸습니다,0.8485456109046936
  1998년 나가노 동계올림픽에서 워더스푼은 은메달 크로켓 코치는 동메달을 따냈다,0.4638589918613434
 모굴스키 최재우  News1이 선수를 주목하라 서울뉴스1 한국은 1992년 알베르빌 동계올림픽 스피드스케이팅 남자 1000m의 김윤만이 은메달을 딴 이후 쇼트트랙 스피드스케이팅 피겨 등 빙상 종목에서만 45개의 메달을 획득했다,0.9981637597084045
 가사이는 1994년 노르웨이 릴레함메르대회 라지힐 단체전에서 은메달을 획득한 바 있다,0.9299600720405579
루지 남자 1인승 3연패 및 5연속 메달 획득에 성공한 게오르크 하클독일과 1988년 캘거리대회 아이스하키 은메달을 따낸 핀란드대표팀의 라이모 헬미넨1964년부터 1984년까지 6회 연속 동계올림픽에 출전했던 스웨덴의 봅슬레이 선수 칼에릭 에릭손 동계올림픽 사상 가장 많은 메달금3 동4을 획득한 핀란드 여자 크로스컨트리의 마리아리사 하말라이넨 등 총 21명이다,0.9902241826057434
 가사이는 1994년 릴레함메르대회에서 라지힐 단체전 은메달을 목에 건 바 있다,0.8675894737243652
 그러나 그가 따낸 메달은 은메달 1개가 전부다,0.01997561939060688
 4년 뒤 열린 애틀랜타 올림픽에서 이봉주는 역주했지만 끝내 은메달에 그쳤다,0.010699181817471981
 윌리엄스는 2004년 아테네 올림픽 여자 100m에서 10초96으로 결승선을 통과해 은메달을 획득했고 존스는 2012년 런던 올림픽 여자 100m 허들 4위에 올랐다,0.7831941843032837
 남자 5000m에서 깜짝 은메달을 목에 걸더니 기세를 몰아 10000m에서는 시상대 맨 꼭대기에 서며 새로운 스타 탄생을 알렸다,0.2351766973733902
 남자 5000m에서 깜짝 은메달을 목에 걸더니 기세를 몰아 10000m에서는 시상대 맨 꼭대기에 서며 새로운 스타 탄생을 알렸다,0.2351766973733902
‘펜싱간판’ 김지연 은메달 천적 못넘었다,0.008284661918878555
 김지연이 프랑스 그랑프리에서 은메달을 목에 걸었다,0.5794919729232788
 2012 런던올림픽 펜싱 사브르 개인전 금메달리스트 김지연26 익산시청은 2월 1일현지시간 끝난 2014 프랑스 오를레앙 국제그랑프리 펜싱선수권대회 여자 사브르 개인전에서 은메달을 따냈다,0.861328661441803
펜싱 김지연 프랑스 그랑프리서 은메달,0.1024617999792099
 한국 여자 펜싱 사브르의 간판 김지연이 프랑스 그랑프리에서 은메달을 따냈습니다,0.29266083240509033
 김지연은 지난해 러시아에서 열린 제27회 카잔 하계 유니버시아드 여자 사브르 개인전 결승에서도 카를란에게 져 은메달에 머무른 바 있습니다,0.054144226014614105
 2010년 밴쿠버올림픽 같은 종목 은메달리스트 이승훈이 이번에도 메달을 따낸다면 한국 선수단은 산뜻한 스타트를 끊을 수 있다,0.977414608001709
”  1988 서울올림픽 당시 남자 핸드볼대표팀 은메달 주역인 강재원50·사진 감독이 부산시설관리공단 사령탑으로 복귀했다,0.9613212943077087
 이 매체가 주목한 것은 밴쿠버 대회에서 동갑내기 라이벌 김연아24에게 밀려 은메달을 차지한 이후 아사다의 행적이다,0.0854499414563179
 김연아는 은메달을 딴 라이벌 아사다 마오205,0.5579790472984314
 2010년 밴쿠버 겨울올림픽 남자 1500m 등 2관왕 이정수와 남자 5천m 계주 은메달리스트 곽윤기 선수가 서로 짜고 경기를 치른 이른바 짬짜미로 자격정지를 받은 것이 대표적이다,0.021481256932020187
 잘못하면 밴쿠버 올림픽에서 이정수·곽윤기가 올린 성적금메달 2개 은메달 2개을 박탈당할 수도 있었기 때문이다,0.9520871043205261
 이후 1992년 알베르빌 올림픽에서 금메달 2개 은메달 1개 동메달 1개로 사상 처음 종합 10위에 올랐다,0.9547796249389648
한편 메릴 데이비스찰리 화이트는 밴쿠버동계올림픽 피겨스케이팅 아이스댄스에서 은메달을 획득한 바 있다,0.9340370297431946
 이승훈은 오는 8일 오후 8시30분 남자 5000m에 참가해 4년 전 은메달의 한을 풀기 위해 레이스를 펼친다,0.1926986128091812
 맨 오른쪽은 2008 베이징올림픽 여자 53㎏급 은메달을 딴 윤진희28의 자리다,0.7036546468734741
 ◇원정식은 생년월일 1990년 12월 9일 강원도 원주 체격 163㎝ 69㎏ 소속팀 고양시청  학력 치악중원주고한국체대 주요경력 2010년 광저우 아시안게임 남자 역도 국가대표  원정식사진 2011년 하계유니버시아드 남자 역도 국가대표  2011년 세계남자역도선수권대회 남자 국가대표  2012년 런던 올림픽 남자 역도 국가대표  수상내역 2008년 제89회 전국체육대회 남자역도 69㎏급 합계 금메달 2011년 제8회 전국춘계대학생역도선수권대회 남자 69㎏급 종합 금메달 2011년 제26회 하계유니버시아드대회 남자 역도 69㎏급 은메달 2013년 아시안컵 및 아시아 클럽역도선수권대회 남자 69㎏급 5관왕  sporasiae,0.9455229640007019
예  아니오닫기  구독자응원수  헤럴드경제 조범자 에디터입니다  태권도 이다빈 종료 1초 전 발차기로 세계 1위 쓰러뜨렸다…‘은메달 확보’ 황선우 자유형 100m 아시아 신기록…전체 4위로 결승행 카피라이트 배너 Copyrigh ⓒ 헤럴드경제,0.702701985836029
예  아니오닫기  구독자응원수  헤럴드경제 조범자 에디터입니다  태권도 이다빈 종료 1초 전 발차기로 세계 1위 쓰러뜨렸다…‘은메달 확보’ 황선우 자유형 100m 아시아 신기록…전체 4위로 결승행 카피라이트 배너 Copyrigh ⓒ 헤럴드경제,0.702701985836029
대한스키협회 후원사인 CJ는 한국 스노보드 선수 최초로 동계유니버시아드대회에서 은메달을 받은 김호준스노보드 하프파이프과 아시아 선수 최초로 세계선수권대회 5위에 입상한 최재우프리스타일 모굴 스키를 2015년까지 지원할 예정이다,0.7547867894172668
  밴쿠버 대회 1만m 금메달 5000m 은메달을 따냈던 이승훈이 2014 소치동계올림픽에서 올림픽 2연패에 도전장을 내민다,0.8489882349967957
 밴쿠버대회에서 금메달 6개 은메달 6개 동메달 2개로 종합순위 5위에 오른 한국은 금메달 4개 이상을 획득해 톱10 진입을 목표로 하고 있다,0.996380627155304
 주니어 세계선수권에서 골드는 리프니츠카야에 이어 은메달을 획득했다,0.9194836020469666
 2010년 밴쿠버올림픽에서도 아사다는 김연아에 이어 은메달을 획득했다,0.9596839547157288
  2010밴쿠버동계올림픽에서 금메달 6개 은메달 6개 동메달 2개로 역대 최고 순위종합 5위를 기록한 한국은 이번 대회에선  금메달 4개 이상을 획득해 세계 7위권에 진입한다는 계획을 갖고 있다,0.9854372143745422
01초 뒤진 1분14초86의 기록으로 은메달을 차지했다,0.045098643749952316
23뉴스1  News1  너를 넘어야 내가 산다 ⑦ 서울뉴스1 4년전 2010 밴쿠버 동계올림픽에서 모태범25·대한항공과 미국의 샤니 데이비스32는 나란히 금메달 1개 은메달 1개를 목에 걸었다,0.9848797917366028
이에 앞서 스피드스케이팅 남자 1000m에서는 김윤만이 은메달을 따냈다,0.4327586889266968
  AP통신은 한국이 소치동계올림픽 쇼트트랙과 스피드스케이팅· 피겨스케이팅 등에서 금메달 6개와 은메달 3개·동메달 3개를 차지해 종합 7위에 오를 것이라고 전망했다,0.9804384708404541
 모태범은 밴쿠버 올림픽에서 금메달을 목에 건 500미터 뿐만 아니라 은메달을 땄던 1천 미터까지 제패해 2관왕을 달성하겠다는 각오를 보였습니다,0.8592056035995483
 여자대표팀은 금메달 3개 은메달 1개를 따낸 2006년 토리노올림픽 영광을 재연하면서 ‘노골드’에 머문 4년 전 밴쿠버올림픽 부진도 깔끔하게 씻어낼 수 있다,0.897078812122345
  ‘은반의 지배자’ 예브게니 플류셴코 예브게니 플류셴코32는 러시아 남자피겨의 간판 선수로 2006 토리노 올림픽에서 금메달을 따고 2002년과 2010년 대회에서는 은메달을 획득했다,0.9855227470397949
 2009년 U대회서 사상 첫 銀밴쿠버 이후 대회마다 두각 “비인기종목 딱지 떼고 싶어” 언제나 개척자가 걷는 길은 외로운 법이다,0.6485552191734314
 2009년 동계유니버시아드 대회에서 한국 스노보드 사상 최초로 은메달을 목에 건 뒤 이듬해 역시 처음으로 밴쿠버 동계올림픽 무대를 밟았다,0.9404523372650146
  이 가운데 노르웨이가 2010년 캐나다 밴쿠버 대회까지 금메달 107개 은메달 106개 동메달 90개 등 총 303개의 메달을 따 역대 동계올림픽 종합순위에서 1위에 올라 있다,0.9941855072975159
  북한은 1964년 인스브루크 동계올림픽에 처음으로 참가해 여자 스피드스케이팅 3000ｍ에서 한필화가 은메달을 따냈다,0.9414796233177185
 2002년 솔트레이크시티 동계올림픽 전까지 8번의 맞대결에서 6번을 승리한 플루셴코는 정작 올림픽에서는 야구딘에 밀려 은메달에 그쳤다,0.6134379506111145
 2006년 이후 주의원에 당선되는 등 한동안 빙판을 떠났다가 2010년 밴쿠버 동계올림픽을 앞두고 다시 돌아온 플루셴코는 에반 라이사첵미국에 밀려 은메달에 그쳤다,0.8693870902061462
대표 선발전 직전까지 소치 올림픽 출전을 고민했던 그는 세계선수권에선 두 차례 은메달을 땄는데 올림픽에서는 메달을 얻지 못했다며 남편에게 아들을 맡기고 올림픽에 집중하기로 했다고 출사표를 던졌다,0.8189958930015564
 모태범이 500ｍ와 1000ｍ에서 금메달과 은메달을 목에 걸 때 이규혁은 15위 9위에 그쳤다,0.04180902987718582
 모태범 이상화는 각각 남여 500M에서 우승을 차지 이승훈은 단체종목인 팀 추월에서 한국의 사상 첫 은메달 질주를 이끌었다,0.9831364750862122
  미국은 나가노 대회에서 여자부 사상 첫 올림픽 금메달을 수확했고 2010 밴쿠버 올림픽까지 세 차례 올림픽에서 은메달 두 개와 동메달 하나를 거둬 올해도 메달 전망은 밝다,0.9903324246406555
 1964년 인스브루크 동계올림픽에 처음 참가한 북한은 당시 여자 스피드스케이팅 3000ｍ에서 한필화가 은메달을 차지했다,0.9461330771446228
 왕베이싱은 2013 세계선수권대회 500m에서 이상화에 이어 은메달을 차지한 중국의 대표주자다,0.7433412075042725
 워더스푼은 올림픽에서는 1998년 나가노 대회 500ｍ 은메달이 전부지만 세계선수권에서는 스프린트 금메달 4개1999·2000·2002·2003년 종목별 금메달 4개2003·2004·2008년 500ｍ 2011년 1000ｍ를 차지한 스타였다,0.9918586611747742
 1964년 인스브루크 동계올림픽에 처음 참가한 북한은 당시 여자 스피드스케이팅 3천미터에서 한필화가 은메달을 획득했습니다,0.9400896430015564
  미국 스포츠 전문 주간지 ‘스포츠일러스트레이티드SI’도 러시아로 귀화한 안현수가 쇼트트랙 남자 500m 금메달 1000m 은메달 1500m 동메달 5000m 계주 은메달 등 메달 4개를 획득할 것이라는 장밋빛 전망을 내놓았다,0.6439430713653564
 소치 태생인 그는 2006년 토리노 대회와 2010년 밴쿠버 대회에서 각각 은메달과 동메달을 획득한 데 이어 이번에 고향에서 금메달을 목에 걸어보겠다는 의지를 불태우고 있다,0.9372777938842773
 쇼트트랙을 시작한 동기에 대해 1994년 릴레함메르 동계올림픽에서 500m 금메달 1000m 은메달을 따낸 채지훈의 경기를 본 후 부모님께 쇼트트랙을 하고 싶다고 졸랐다고 소개했다,0.5129312872886658
 북한은 지금까지 참가한 동계올림픽에서 은메달 1개와 동메달 1개 등 2개의 메달을 기록했다,0.9208289384841919
 올림픽을 앞두고 열린 월드컵에서 은메달 1개와 동메달 2개를 따낸 적이 있어 색깔에 관계없이 메달획득 가능성만 놓고 본다면 ‘남자 팀 추월’이 기록상으로는 메달 획득 가능성이 가장 높다고 보는 관계자도 있을 정도다,0.9904314875602722
소치 태생인 그는 2006년 토리노 대회와 2010년 밴쿠버 대회에서 각각 은메달과 동메달을 획득한 데 이어 이번에 고향에서 금메달을 목에 걸어보겠다는 의지를 불태우고 있다,0.9372777938842773
  미국 스포츠 전문 주간지 ‘스포츠일러스트레이티드SI’도 러시아로 귀화한 안현수가 쇼트트랙 남자 500m 금메달 1000m 은메달 1500m 동메달 5000m 계주 은메달 등 메달 4개를 획득할 것이라는 장밋빛 전망을 내놓았다,0.6439430713653564
 1964년 인스브루크 동계올림픽에 처음 참가한 북한은 당시 여자 스피드스케이팅 3000ｍ에서 한필화가 은메달을 획득해 눈길을 끌었습니다,0.9612700939178467
예  아니오닫기  구독자응원수  헤럴드경제 조범자 에디터입니다  태권도 이다빈 종료 1초 전 발차기로 세계 1위 쓰러뜨렸다…‘은메달 확보’ 황선우 자유형 100m 아시아 신기록…전체 4위로 결승행 카피라이트 배너 Copyrigh ⓒ 헤럴드경제,0.702701985836029
예  아니오닫기  구독자응원수  헤럴드경제 조범자 에디터입니다  태권도 이다빈 종료 1초 전 발차기로 세계 1위 쓰러뜨렸다…‘은메달 확보’ 황선우 자유형 100m 아시아 신기록…전체 4위로 결승행 카피라이트 배너 Copyrigh ⓒ 헤럴드경제,0.702701985836029
 당시 이승훈은 남자 5000m에서 깜짝 은메달을 딴 데 이어 10000m에서 아무도 예상 못 한 금메달을 획득했다,0.9648199677467346
 모태범은 20132014 시즌 월드컵 14차 대회에서 금메달 1개 은메달 4개로 월드컵 포인트 1위에 올라 있어 정상에 한 발 앞서 있다,0.9571835398674011
  독일 최초의 여성 IOC 위원을 지낸 보켈 위원장은 2004년 아테네올림픽 여자펜싱 에페 단체전에서 은메달을 획득했다,0.9678378701210022
 1988년 서울올림픽 은메달의 주역으로 이후 유럽에 진출해 선수 생활을 했다,0.9335920214653015
  1964년 인스브루크 동계올림픽에 처음 참가한 북한은 당시 여자 스피드스케이팅 3000ｍ에서 한필화가 은메달을 획득해 눈길을 끌었다,0.9377388954162598
 1998년 국제핸드볼연맹 올해의 선수로 선정되는 등 현역 시절 월드 스타로 이름을 날린 강 감독은 1988년 서울올림픽 은메달의 주역으로 이후 유럽에 진출해 선수 생활을 했다,0.9682527780532837
1998년 국제핸드볼연맹 올해의 선수로 선정되는 등 현역 시절 월드 스타로 이름을 날린 강 감독은 1988년 서울올림픽 은메달의 주역으로 이후 유럽에 진출해 선수 생활을 했다,0.9682527780532837
 또 김연아가 한국 피겨스케이팅 역사상 첫 금메달을 딴 지난 2010 벤쿠버 올림픽에서는 금메달 6개 은메달 6개 동메달 2개로 종합 5위에 오르며 역대 아시아 최고 순위를 기록했다,0.8902010917663574
  역시 알베르빌 올림픽까지 무메달에 그쳤던 중국도 그해 스피드 스케이팅에서 은메달 2개 쇼트트랙에서 은메달 1개를 획득하며 가능성을 보여준 뒤 2000년대부터 쇼트트랙에 강자로 떠올랐다,0.933542788028717
 벤쿠버올림픽에서 금메달 5개 은메달 2개 동메달 4개를 기록 합개 11개로 공동 7위에 올랐던 중국이지만 소치올림픽 전망을 밝지 않다,0.7932731509208679
 미국 스포츠 전문 주간지 스포츠일러스트레이티드SI는 지난달 31일 한국이 금메달 5개 은메달 5개 동메달 3개를 따내 종합 순위 8위에 오를 것으로 예상했다,0.6326826810836792
 AP통신은 한국이 금메달 6개 은메달 4개 동메달 3개를 획득하며 종합 7위에 오를 것으로 내다봤다,0.9458914399147034
 지난해 이곳에서 열린 세계선수권에서 이상화와 모태범은 동반 우승을 차지했고 이승훈도 팀 추월 은메달을 따냈던 좋은 기억이 있기 때문입니다,0.9358277916908264
  특히 5000m는 4년 전 밴쿠버대회에서 은메달에 그쳤던 종목으로 설욕의 의미가 있다,0.47249510884284973
  올 시즌 월드컵 1·2차 대회에서 동메달을 목에 건 한국대표팀은 4차 대회에서는 은메달을 따내며 최강국 네덜란드를 위협했다,0.9839012026786804
 지난해 이곳에서 열린 세계선수권에서 이상화와 모태범은 동반 우승을 차지했고 이승훈도 팀 추월 은메달을 따냈던 좋은 기억이 있기 때문입니다,0.9358277916908264
  한국은 2006년 이탈리아 토리노에서 금메달 6개 은메달 3개 동메달 2개로 7위에 오른 데 이어 2010년 캐나다 밴쿠버에서는 금메달 6개 은메달 6개 동메달 2개로 5위에 이름을 새겼다,0.7060286402702332
 대한체육회는 금메달 4개 은메달 5개 동메달 3개로 톱10 진입을 목표로 세웠다,0.9948315024375916
 금메달과 은메달 각각 6개 동메달 2개를 획득하며 종합 순위 5위로 역대 최고 성적을 거뒀던 2010년 밴쿠버동계올림픽의 쾌거 재연도 가능하다,0.9008910059928894
 올해 1월 국제봅슬레이연맹 아메리카컵 7차 대회와 8차 대회에서 각각 동메달과 은메달을 차지했다,0.9651603102684021
 또한 월드컵 4차 레이스 1000m서 금메달을 차지하며 밴쿠버 올림픽 1000m 은메달리스트 다운 면모를 과시했다,0.9522649049758911
 하지만 2011년 4월 모스크바에서 개최된 세계선수권에서는 은메달에 만족해야 했다,0.00577105488628149
 김연아는 러시아에서 금메달 2개 은메달 1개를 수확했다,0.6501781344413757
 여기에 깜짝 메달이 나온다면 밴쿠버 동계올림픽에서 거둔 역대 최고 성적금메달 6개 은메달 6개 동메달 2개 종합 5위을 뛰어넘을 수도 있다,0.9824025630950928
 AP통신은 최근 소치올림픽 각 종목 메달 주인공들을 예상하며 한국이 금메달 6개와 은메달 3개 동메달 3개로 종합 7위에 오를 것으로 전망했다,0.9856343865394592
01초 뒤진 1분14초86의 기록으로 은메달을 차지하는 쾌거를 이뤘다,0.03150786831974983
 금메달 6개 은메달 6개 동메달 2개를 획득하고 종합순위 5위라는 역대 최고 성적을 냈다,0.8823125958442688
 윤성빈은 금메달 외에도 이번 시즌 대륙간컵에서 두 차례 은메달을 따내며 꾸준한 성적을 냈다,0.9541401863098145
 밴쿠버 남자 5000m에서 깜짝 은메달을 따내 한국 선수단에 첫 메달을 안긴 이승훈은 이번에는 1만m 동시 석권도 노리고 있다,0.9609569311141968
 모태범은 500m보다 밴쿠버에서 은메달에 그친 1000m에 더 집중하고 있다,0.01411658525466919
 남자 5000m 은메달 1만m 금메달을 따내며 전 세계를 깜짝 놀라게 했다,0.913875162601471
 올 시즌 월드컵 1·2차 대회에서 동메달을 목에 건 한국대표팀은 4차 대회에서는 은메달을 따내며 최강국 크라머가 버친 네덜란드를 위협할 정도로 성장했다,0.9964566826820374
 봅슬레이는 201314년 아메리카컵 5차 대회 2인승남 금메달 7차 대회 2인승남 금메달 7차 대회 4인승남 금메달 8차 대회 2인승남 금메달 8차 대회 2인승여 은메달을 획득했다,0.5007203221321106
  역대 최고 성적을 냈던 밴쿠버 대회에서 한국은 금메달 6개 은메달 6개 동메달 2개를 수확했다,0.9934008717536926
  8일 후 8시30분 남자 5000m에 출전 4년 전 은메달에 그쳤던한풀이에 나서는 이승훈은 18일 오후 10시에는 남자 1만m에서 올림픽 2연패 위업을 위한 레이스를 펼친다,0.2510928809642792
 그러나 2010년 밴쿠버대회에서 금메달 3개 은메달 5개 동메달 7개로 종합순위에서 11위로 처져 자존심을 잔뜩 구겼다,0.06049209088087082
  은메달리스트도 250만 루블약 7700만원 동메달리스트도 170만 루블약 5200만원의 많은 포상금을 받는다,0.7947992086410522
 2001년 폴란드 자코파네 U대회에서 최흥철은 사상 최초로 개인전 은메달을 목에 걸었고 나가노 멤버들도 단체전 은메달을 수확했다,0.9295428395271301
 같은 해 일본 아오모리 아시안게임 단체전 금메달 2007년 토리노 유니버시아드 개인·단체전 은메달 2009년 중국 하얼빈 유니버시아드 개인·단체전 금메달 2011년 카자흐스탄 아스타나알마티 아시안게임 단체전 동메달로 이어졌다,0.9368420243263245
 CJ는 한국 스노보드 선수 최초로 겨울유니버시아드대회에서 은메달을 수상한 김호준스노보드 하프파이프과 아시아 선수 최초로 세계선수권대회 5위에 입상한 최재우프리스타일 모굴 스키 등 유망주에게 2015년까지 후원금과 용품 등을 지원하고 있다,0.9265721440315247
  그는 2002년 솔트레이크시티 동계올림픽에서 은메달 2006년 토리노에서는 동메달을 딴 러시아를 대표하는 피겨 스타다,0.9783218502998352
 눈물의 은메달을 걸고 밴쿠버를 떠난 지 4년 만에 두 번째 올림픽을 향해 떠나는 아사다의 출사표는 비장했습니다,0.9983730316162109
 지난 2002년 솔트레이크시티 대회 여자 싱글 은메달 2006년 토리노 대회 동메달을 따냈다,0.8930251002311707
 눈물의 은메달을 걸고 밴쿠버를 떠난 지 4년 만에 두 번째 올림픽을 향해 떠나는 아사다의 출사표는 비장했습니다,0.9983730316162109
